V,D,EPR,perturbation_ratio,traffic,Phi_per_EP,min,max,std
13,4,2,0.0,uniform,9.685230024213077,9.685230024213077,9.685230024213077,0.0
13,4,2,0.01,uniform,9.681373370830915,9.6527967764103,9.694598174751416,0.010509608928482248
13,4,2,0.02,uniform,9.66941527647609,9.643879353488343,9.680157812442934,0.010051962414566658
13,4,2,0.03,uniform,9.642277937947378,9.597893862653002,9.6703177645955,0.018324619664684034
13,4,2,0.04,uniform,9.62687859674779,9.606037166034435,9.63834723629851,0.00896457347699871
13,4,2,0.05,uniform,9.627738951320914,9.586073138877653,9.66680526746168,0.024170368795887822
13,4,2,0.060000000000000005,uniform,9.547395672797641,9.44774872824672,9.608141617567158,0.04527291653956873
13,4,2,0.06999999999999999,uniform,9.553983063083045,9.482070937067892,9.633534973678326,0.050420922937853455
13,4,2,0.08,uniform,9.50344363202598,9.4417719030406,9.57469520902089,0.03944704389573923
13,4,2,0.09,uniform,9.467097045366177,9.250157295584215,9.553758567597377,0.09259392625994566
13,4,2,0.09999999999999999,uniform,9.44240453013982,9.345719275507275,9.537854195352786,0.061518796669566764
13,4,2,0.11,uniform,9.39856005666482,9.225886044222358,9.55243912339135,0.09308234701061979
13,4,2,0.12,uniform,9.408313540101553,9.336836203863742,9.456178644842039,0.042069469465946786
13,4,2,0.13,uniform,9.358881973502196,9.171560879095416,9.504175056390512,0.0867924543614059
13,4,2,0.14,uniform,9.382618274150252,9.193450421389258,9.48240782332863,0.08681533691919763
13,4,2,0.15000000000000002,uniform,9.306052445848866,9.13654088179314,9.477321381744055,0.10700370479665446
13,4,2,0.16,uniform,9.296220948033788,9.034806489651409,9.43865895156296,0.13243419813085452
13,4,2,0.17,uniform,9.267136348962413,9.08153569492238,9.45035889187103,0.11388302578153735
13,4,2,0.18000000000000002,uniform,9.20425722724448,9.088879809170505,9.331386680714301,0.08977948398766196
13,4,2,0.19,uniform,9.18915875131646,8.780719314718375,9.34439404292537,0.1514499658399072
13,4,2,0.2,uniform,9.065126925204549,8.827965676908523,9.261263094860688,0.12659304669696422
13,4,2,0.21000000000000002,uniform,9.115375122940838,8.82704953144349,9.338371277559457,0.13691357170834334
13,4,2,0.22,uniform,9.03340861279653,8.43168594722054,9.257473615587646,0.22395916715799366
13,4,2,0.23,uniform,9.045615216978259,8.80460068948132,9.24784120582719,0.1279772216677714
13,4,2,0.24000000000000002,uniform,9.011622283183849,8.818679223268093,9.31623213824879,0.13666645952400835
13,4,2,0.25,uniform,9.013527485597677,8.70943662032106,9.276943168916977,0.16755663456758588
13,4,2,0.26,uniform,8.917833650317608,8.702127385059281,9.13827231861446,0.12277602226447551
13,4,2,0.27,uniform,8.84614942020634,8.559585283707182,9.007667045824293,0.13366624519092501
13,4,2,0.28,uniform,8.82094116641062,8.437831648900014,9.084011138997466,0.198944224593307
13,4,2,0.29000000000000004,uniform,8.848506750353565,8.583390455599844,9.039525412179875,0.14765023675879518
13,4,2,0.3,uniform,8.743310885701549,8.467389661174876,8.927457558513431,0.14707515231490687
13,4,2,0.31,uniform,8.758176620068662,8.571974928812558,9.030696769030458,0.13884834427583728
13,4,2,0.32,uniform,8.735372319723876,8.57754214124719,8.849515242205984,0.09824202353219429
13,4,2,0.33,uniform,8.586736927598686,8.259278650334261,8.986607814949611,0.2274920738827621
13,4,2,0.34,uniform,8.540299290524377,7.914295076744148,8.904925867561508,0.3096377509465765
13,4,2,0.35000000000000003,uniform,8.610618308803533,8.333113709030217,8.888728523597283,0.18872342028295974
13,4,2,0.36000000000000004,uniform,8.499822591480191,8.26981037125968,8.719696080848424,0.14353170445218322
13,4,2,0.37,uniform,8.601859733157992,8.304928807428562,8.872533937387471,0.14166838718892172
13,4,2,0.38,uniform,8.500117389637152,8.394030166706507,8.694629302912281,0.10307903036957804
13,4,2,0.39,uniform,8.36153113024525,7.909539116517997,8.811963022398208,0.31806491542389476
13,4,2,0.4,uniform,8.46462830354503,8.0041281029958,8.781811664288487,0.26631366307195636
13,4,2,0.41000000000000003,uniform,8.317680804043189,7.915720476645788,8.784081396344709,0.2603926943477837
13,4,2,0.42000000000000004,uniform,8.329290587844131,7.998120591527249,8.645682597034062,0.20843679813886923
13,4,2,0.43,uniform,8.348976247640072,7.966021506927305,8.558275628843635,0.21654778816552556
13,4,2,0.44,uniform,8.427877772260212,7.98945036580672,8.774600516812354,0.21528231673385623
13,4,2,0.45,uniform,8.268276285275334,7.982942264650733,8.575174631670313,0.17854761163039506
13,4,2,0.46,uniform,8.296027971568705,7.495904593535441,8.576693386286019,0.3427229658894391
13,4,2,0.47000000000000003,uniform,8.16410102091908,7.843142137659893,8.56341760124842,0.22596571227229145
13,4,2,0.48000000000000004,uniform,8.163675125140447,7.5947739090574835,8.462154018280588,0.26728466856132954
13,4,2,0.49,uniform,8.129206298182817,7.798416160168562,8.503626756448629,0.2477025139522401
13,4,2,0.0,nearst-neighbour,9.615384615384615,9.615384615384615,9.615384615384615,0.0
13,4,2,0.01,nearst-neighbour,9.480408665836887,9.43302946929052,9.521376590027085,0.026691078228397867
13,4,2,0.02,nearst-neighbour,9.309799337978962,9.234011968504639,9.396557187874107,0.05646654715458677
13,4,2,0.03,nearst-neighbour,9.213195854699581,9.098950199578924,9.376597854587637,0.06785885625893646
13,4,2,0.04,nearst-neighbour,9.055361999027042,8.676164797626923,9.245305691881843,0.15054974343266242
13,4,2,0.05,nearst-neighbour,8.874584766764553,8.725990593684624,9.049326267140696,0.10590066846314006
13,4,2,0.060000000000000005,nearst-neighbour,8.866053821936285,8.630178754329187,8.982554713535276,0.10642104342818277
