V,D,traffic_pattern,Lremote_MAX_ECMP_ASP,Llocal_MAX_ECMP_ASP,Phi_ECMP_ASP[Gbps],Lremote_NEXU_IT,Phi_NEXU[Gbps],method1_times[s],method1_peak_RAMs[MB],method1_results[Gbps],method2_time[s],method2_attempts,method2_peak_RAM[MB]
36,5,uniform,10.000000000000007,5.150421179302045,556.2454873646205,8.652978339350184,642.8370273794,[0.565807580947876],[0.910972],[556.2454873646207],4.66830039024353,615,0.070922
36,5,shift_1,10.0,1.6666666666666667,180.0,2.96875,606.3157894736842,[0.46027517318725586],[0.906752],[180.0],0.5258393287658691,600,0.048907
36,5,shift_quater,9.999999999999998,1.1111111111111112,120.00000000000003,3.3333333333333353,359.9999999999998,[0.46430397033691406],[0.906776],[120.0],0.11319470405578613,59,0.02946
36,5,shift_half,10.0,1.6666666666666667,180.0,4.6875,384.0,[0.4729897975921631],[0.906776],[180.0],0.8066670894622803,601,0.053864
36,5,diagonal_1,10.0,3.3333333333333335,360.0,5.078125,708.9230769230769,[0.47251391410827637],[0.906776],[360.0],0.45674562454223633,601,0.049588
36,5,diagonal_quater,10.0,1.9047619047619047,205.7142857142857,5.312499999999997,387.2268907563027,[0.4476890563964844],[0.906776],[205.7142857142857],0.7191286087036133,601,0.052316
