V,D,traffic_pattern,Lremote_MAX_ECMP_ASP,Llocal_MAX_ECMP_ASP,Phi_ECMP_ASP[Gbps],Lremote_NEXU_OPT,Phi_NEXU[Gbps],init_time[s],solving_time[s],peak_RAM[MB]
36,5,uniform,10.000000000000007,5.150421179302045,556.2454873646205,7.174429867042355,775.3166421207656,17.14875316619873,4.254376649856567,80.045751
36,5,shift_1,10.0,1.6666666666666667,180.0,2.377946127946128,756.9557522123894,16.575592279434204,2.7190229892730713,80.899256
36,5,shift_quater,9.999999999999998,1.1111111111111112,120.00000000000003,2.8571428571428568,420.00000000000006,16.775349855422974,1.6362953186035156,80.940241
36,5,shift_half,10.0,1.6666666666666667,180.0,4.0,450.0,16.863075971603394,1.2773375511169434,80.940241
36,5,diagonal_1,10.0,3.3333333333333335,360.0,4.3478260869565215,828.0,16.28693175315857,1.4366886615753174,80.940796
36,5,diagonal_quater,10.0,1.9047619047619047,205.7142857142857,4.5714285714285685,450.0000000000002,16.41853380203247,1.5112807750701904,80.940852
