V,D,EPR,perturbation_ratio,traffic,Phi_per_EP,min,max,std
18,5,3,0.0,uniform,8.153846153846153,8.153846153846153,8.153846153846153,0.0
18,5,3,0.01,uniform,8.153578339750783,8.150451188887125,8.157143691941432,0.0017996905272239056
18,5,3,0.02,uniform,8.14999625536835,8.144830118725073,8.155266146134394,0.00336234219941617
18,5,3,0.03,uniform,8.147386450273206,8.13114965363864,8.157444907194801,0.006982077864960886
18,5,3,0.04,uniform,8.148895403504667,8.131660833724672,8.160809336944128,0.00928876616325324
18,5,3,0.05,uniform,8.142429231427105,8.128785433465918,8.153976230491809,0.009232816564604198
18,5,3,0.060000000000000005,uniform,8.144310269396893,8.10920541830747,8.165928672727539,0.014644731367609253
18,5,3,0.06999999999999999,uniform,8.137422599052007,8.122226455320222,8.149377929245025,0.010540252635041353
18,5,3,0.08,uniform,8.131088230315566,8.111183997830624,8.150872628865821,0.012936579670596422
18,5,3,0.09,uniform,8.129565822768361,8.077095880953017,8.159211538317814,0.021817969982851973
18,5,3,0.09999999999999999,uniform,8.126146912162968,8.108170200783674,8.160400337034156,0.015034757770542974
18,5,3,0.11,uniform,8.12768076408389,8.069374469663774,8.15939005729915,0.02675492055065669
18,5,3,0.12,uniform,8.117826779744858,8.085795109971512,8.146677691861429,0.017962400284389706
18,5,3,0.13,uniform,8.125563852661575,8.105823503792962,8.147733920335652,0.015417088985727311
18,5,3,0.14,uniform,8.105399994209844,8.070591287796399,8.144107416657004,0.02205431104373539
18,5,3,0.15000000000000002,uniform,8.119092672123639,8.088031273122985,8.153551785032702,0.02054287206242689
18,5,3,0.16,uniform,8.109040904271772,8.047745030762943,8.165250838433698,0.03395336492868391
18,5,3,0.17,uniform,8.111433224861889,8.035583381630554,8.167170953715841,0.03629767531330163
18,5,3,0.18000000000000002,uniform,8.114192639461681,8.049030558240206,8.174243210169726,0.033676968181598425
18,5,3,0.19,uniform,8.09343075517975,8.031324213268773,8.12887925816901,0.030238324648623794
18,5,3,0.2,uniform,8.108537356992382,8.052087679082783,8.155999614542141,0.0359900486524099
18,5,3,0.21000000000000002,uniform,8.079785890217208,7.9886237002186915,8.143735553682575,0.046026645883897765
18,5,3,0.22,uniform,8.083774596647107,8.00832991281321,8.154372501431299,0.04484802919255012
18,5,3,0.23,uniform,8.068971030076725,7.988369091575958,8.114194236525408,0.0373525407859628
18,5,3,0.24000000000000002,uniform,8.08480000187974,8.031037167355217,8.153732012873437,0.036535923218353486
18,5,3,0.25,uniform,8.075513808190886,7.996555035827056,8.112403445565652,0.036241241395175365
18,5,3,0.26,uniform,8.060110100707188,8.007836929430606,8.116809779761345,0.03693637112043334
18,5,3,0.27,uniform,8.070834442344788,8.008529128158719,8.172157170643388,0.0543605265165576
18,5,3,0.28,uniform,8.061867357064695,8.00054210727512,8.122212461683027,0.046129173415701746
18,5,3,0.29000000000000004,uniform,8.006498612564936,7.846909304671448,8.114773069423558,0.06985197493089466
18,5,3,0.3,uniform,8.068242213375793,7.988387505875936,8.120983139192175,0.04460105327980604
18,5,3,0.31,uniform,8.092836478836329,8.01412444419774,8.178183344558754,0.05297004542563926
18,5,3,0.32,uniform,8.034109229678272,7.929495383425437,8.136176214713547,0.06715017283783922
18,5,3,0.33,uniform,8.075067812735949,7.976691948403578,8.142550339770418,0.051285597230285696
18,5,3,0.34,uniform,8.04814097806983,7.921851691278989,8.120529558050931,0.058242391072345114
18,5,3,0.35000000000000003,uniform,8.042534165523007,7.942247868516456,8.130098422942456,0.057381107660378836
18,5,3,0.36000000000000004,uniform,8.032041161620196,7.924200027490116,8.084379553179643,0.047919219168326706
18,5,3,0.37,uniform,8.066703777014538,8.001889079270876,8.135160756745094,0.041732284869928526
18,5,3,0.38,uniform,8.032564531541638,7.978656681252485,8.144016036435856,0.0547348790604286
18,5,3,0.39,uniform,8.045162364703472,7.972520577405906,8.170795539968955,0.054806784526372734
18,5,3,0.4,uniform,8.043267079626824,7.954031898667175,8.172878183576072,0.0625665031934321
18,5,3,0.41000000000000003,uniform,8.027250507993328,7.912016065380758,8.120235093888644,0.07588213099801908
18,5,3,0.42000000000000004,uniform,8.014300145306482,7.826609892105584,8.09787687202492,0.0724977552855719
18,5,3,0.43,uniform,8.018594896664123,7.926923170499689,8.07043728518146,0.04349367441351893
18,5,3,0.44,uniform,8.001040265184024,7.8773327325739,8.106918436413496,0.0720679700621864
18,5,3,0.45,uniform,8.013966180545854,7.858769596846316,8.163227465328559,0.10920140747133546
18,5,3,0.46,uniform,8.017817105224816,7.84486291500386,8.14047925006888,0.08996125530704255
18,5,3,0.47000000000000003,uniform,8.021982841304254,7.82333439869988,8.107436355592295,0.07841589682088451
18,5,3,0.48000000000000004,uniform,8.031379435914882,7.8931342277085275,8.16167807234342,0.08307178824669458
18,5,3,0.49,uniform,7.952422408169608,7.82773656730617,8.069373307618674,0.08119572571309873
18,5,3,0.0,nearst-neighbour,9.814814814814815,9.814814814814815,9.814814814814815,0.0
18,5,3,0.01,nearst-neighbour,9.617643974949681,9.580898573084399,9.64965418536297,0.02396219936566949
18,5,3,0.02,nearst-neighbour,9.453567198332943,9.372366027796309,9.49692570493637,0.03812464933657755
18,5,3,0.03,nearst-neighbour,9.28769616156637,9.15205101452225,9.390590417934938,0.09577097288343363
18,5,3,0.04,nearst-neighbour,9.175746545641108,8.912671126963499,9.266986989605025,0.09954238836453282
18,5,3,0.05,nearst-neighbour,9.035180240863344,8.797079447007771,9.18502826309445,0.12808508972932967
18,5,3,0.060000000000000005,nearst-neighbour,8.897700589931869,8.650669419571132,9.083697007884263,0.13358491088294075
18,5,3,0.06999999999999999,nearst-neighbour,8.785095119194578,8.600429789243606,8.953382278198305,0.13057553509002653
18,5,3,0.08,nearst-neighbour,8.64422151646617,8.454454788203936,8.843403615503155,0.11663605928964017
18,5,3,0.09,nearst-neighbour,8.491920863180134,8.336485576983641,8.749573711060517,0.12160948563164155
18,5,3,0.09999999999999999,nearst-neighbour,8.344428024140424,7.766804771129118,8.637578993198877,0.2584776578647525
18,5,3,0.11,nearst-neighbour,8.322931095932036,8.131387523551622,8.562194554620238,0.1279846829959976
18,5,3,0.12,nearst-neighbour,8.094040216250434,7.4824160798019825,8.455084660640349,0.2996369649460101
18,5,3,0.13,nearst-neighbour,8.005694291965712,7.724639460499726,8.296809533928585,0.15234872245813008
18,5,3,0.14,nearst-neighbour,7.959068110103493,7.661633589250128,8.351112698773887,0.21264834031479063
18,5,3,0.15000000000000002,nearst-neighbour,7.720197954376961,7.468076924659141,8.113356277819276,0.2104437765003375
18,5,3,0.16,nearst-neighbour,7.61965870378602,6.903285379765138,8.087877400673777,0.32638518966684454
18,5,3,0.17,nearst-neighbour,7.629342862259209,7.266813448783318,7.799783066019834,0.17459307159271228
18,5,3,0.18000000000000002,nearst-neighbour,7.378840359548081,6.936255734440666,7.8188845230141135,0.2642630917261068
18,5,3,0.19,nearst-neighbour,7.471477909856451,7.161530867789908,8.029255839597365,0.2608343381650381
18,5,3,0.2,nearst-neighbour,7.400471155602723,7.141779208815478,7.812659600153381,0.20619684112792708
18,5,3,0.21000000000000002,nearst-neighbour,7.174855229075443,6.6955916687703,7.590155954994605,0.2988939261972221
18,5,3,0.22,nearst-neighbour,7.201904959539107,6.402730461877614,7.642565220745916,0.38647593615387266
18,5,3,0.23,nearst-neighbour,6.921581828648362,6.246198929173984,7.75733568220795,0.44712575610477906
18,5,3,0.24000000000000002,nearst-neighbour,6.952277177032495,5.6657069948699,7.377225673776356,0.45286684822044593
18,5,3,0.25,nearst-neighbour,6.822969813006273,6.435413536296892,7.2646272381373205,0.3041862032998744
18,5,3,0.26,nearst-neighbour,6.6349719842645865,5.586089855966229,7.258763693380472,0.462324470341033
18,5,3,0.27,nearst-neighbour,6.555332088876211,5.639124444817802,7.2616626472584285,0.4368354967828147
18,5,3,0.28,nearst-neighbour,6.764100866441167,6.222540766958163,7.196447473694922,0.27588502974143886
18,5,3,0.29000000000000004,nearst-neighbour,6.589957471790309,6.203981343540942,6.9775443262991095,0.24799825018437052
18,5,3,0.3,nearst-neighbour,6.567215930170454,5.845966990671301,6.954482508867039,0.3165528179323648
18,5,3,0.31,nearst-neighbour,6.325895271079407,5.427303273474002,6.970969803052409,0.49794595155419785
18,5,3,0.32,nearst-neighbour,6.219946605012847,5.2290669028929,7.094395715979504,0.4908334382458265
18,5,3,0.33,nearst-neighbour,6.190217959885476,5.227104373374903,7.12241969122389,0.5362205408299627
18,5,3,0.34,nearst-neighbour,6.245704985239191,5.985646723187984,6.501556527707755,0.17820145307392982
18,5,3,0.35000000000000003,nearst-neighbour,6.106270703133221,5.3899192819885275,6.60049690399602,0.30677171906789813
18,5,3,0.36000000000000004,nearst-neighbour,6.109276857941545,5.576436787559796,7.093110748573287,0.46829777075974677
18,5,3,0.37,nearst-neighbour,6.014416566617774,5.359107044301168,6.659245606978526,0.4471996210741993
18,5,3,0.38,nearst-neighbour,6.178859389522602,5.858394395278928,6.487458884049468,0.20751671678943087
18,5,3,0.39,nearst-neighbour,5.669268996902152,5.215283555515903,6.371881828315022,0.36381236982304815
18,5,3,0.4,nearst-neighbour,5.80716238323782,5.0970055610509695,6.604139159361983,0.42016284462995723
18,5,3,0.41000000000000003,nearst-neighbour,5.643871960890967,4.786556028923418,6.482422030589197,0.49262850323288476
18,5,3,0.42000000000000004,nearst-neighbour,5.766790192431777,5.323439252961305,6.208950761353335,0.3456990841599391
18,5,3,0.43,nearst-neighbour,5.88501073936307,5.276322561453975,6.244859419735379,0.2953282035848043
18,5,3,0.44,nearst-neighbour,5.471117847377374,4.605286572370198,5.965406128532806,0.4098738890443399
18,5,3,0.45,nearst-neighbour,5.6630084246557,5.039622701162642,6.118026320154644,0.3424591730116057
18,5,3,0.46,nearst-neighbour,5.663795371708668,5.191913587413562,6.333081865932138,0.3573033566667475
18,5,3,0.47000000000000003,nearst-neighbour,5.33113420943752,4.513555240642993,6.144406642551094,0.49663190161001286
18,5,3,0.48000000000000004,nearst-neighbour,5.425809811217485,4.692242113245329,6.054133611045263,0.3865993890092687
18,5,3,0.49,nearst-neighbour,5.448478740059571,4.743504932621204,6.48625171513667,0.4488218187078739
18,5,3,0.0,shift_1,10.0,10.0,10.0,0.0
18,5,3,0.01,shift_1,9.754861685185398,9.71531078621778,9.82331192271191,0.032042219300562995
18,5,3,0.02,shift_1,9.564442232428215,9.46163788505456,9.67830217834377,0.06574692887502895
18,5,3,0.03,shift_1,9.391389265859923,9.136219344814034,9.537204961360851,0.09913022434465267
18,5,3,0.04,shift_1,9.188309837353403,8.82798351249475,9.38529991579028,0.16937326223418916
18,5,3,0.05,shift_1,9.002391671339058,8.626791624762578,9.151457467119021,0.14290327175300938
18,5,3,0.060000000000000005,shift_1,8.823796296017285,8.582255774171976,9.110135008866978,0.14303128361162543
18,5,3,0.06999999999999999,shift_1,8.647431313812012,8.102872009941999,9.211352598185336,0.3057557668736594
18,5,3,0.08,shift_1,8.478634399888447,8.024023554947656,8.885138364466789,0.25007143877074145
18,5,3,0.09,shift_1,8.31289348887671,8.06965707803946,8.712913003210167,0.2304404872794917
18,5,3,0.09999999999999999,shift_1,8.113696119241627,7.748114301884799,8.59765973484573,0.2360582617955509
18,5,3,0.11,shift_1,8.02703875717819,7.680917466592665,8.237140202457862,0.14985470597865835
