V,D,ECMP_ASP,ECMP_APST_4,Nexullance_MP_ASP,Nexullance_MP_APST_4
16,5,0.013913869857788086,0.05490684509277344,0.059085845947265625,0.44660258293151855
25,6,0.04932260513305664,0.2946140766143799,0.0889589786529541,1.6630961894989014
36,7,0.14664459228515625,1.2210216522216797,0.22490668296813965,4.443408966064453
49,8,0.3650527000427246,3.7218024730682373,0.4282562732696533,11.04555368423462
64,9,0.8251125812530518,9.898811340332031,0.862877607345581,23.340951681137085
81,10,1.6833915710449219,24.177628993988037,1.5734262466430664,55.03205108642578
100,11,3.115103244781494,55.15205240249634,2.5765936374664307,84.30063509941101
