V,D,included_M_R,M_R_weight,Phi_ECMP_ASP,Phi_MP,time_MP[s],peak_RAM_MP[MB],Phi_IT,time_IT[s],peak_RAM_IT[MB],Phi_MD_MP,MD_MP_to_MP,Phi_MD_IT,MD_IT_to_IT,MD_IT_to_MP
36,5,shift_1,0.009345794392523364,540.0,1080.0,20.97769069671631,6.1095685958862305,1080.0,0.007862329483032227,8.392333984375e-05,1080.0,1.0,1080.0,1.0,1.0
36,5,shift_2,0.009345794392523364,270.0,954.1353383458647,21.022637128829956,6.073298454284668,960.0,0.007938861846923828,6.103515625e-05,954.135338345867,1.0000000000000024,924.1937292437092,0.9627018012955304,0.9686191173318622
36,5,shift_3,0.009345794392523364,180.0,636.0902255639098,19.94210410118103,5.9991254806518555,640.0,0.008050918579101562,6.103515625e-05,636.0902255639116,1.0000000000000029,616.1291528291395,0.9627018012955304,0.9686191173318622
36,5,shift_4,0.009345794392523364,179.99999999999997,736.2174236783319,21.06024670600891,6.0600385665893555,540.0000128746036,0.03167271614074707,6.103515625e-05,632.2843774584796,0.8588283258761032,595.689258826497,1.1031282307854784,0.8091213813580778
36,5,shift_5,0.009345794392523364,179.99999999999997,726.295707472178,19.980161428451538,5.999018669128418,617.1427898796311,0.010648250579833984,6.103515625e-05,628.5238007038115,0.8653827831247208,566.4075184225525,0.9177900604380809,0.7798580008050642
36,5,shift_6,0.009345794392523364,180.0,624.8076923076924,20.280547618865967,5.999018669128418,576.0,0.01023554801940918,6.103515625e-05,624.8076923077076,1.0000000000000244,528.3878493880434,0.9173400162986864,0.8456807684880964
36,5,shift_7,0.009345794392523364,154.28571428571425,670.1976284584977,19.98326277732849,5.998560905456543,521.0048313717151,0.011608362197875977,6.103515625e-05,575.0470844165246,0.8580261403478462,508.57230922811107,0.9761374148664392,0.7588393149015815
36,5,shift_8,0.009345794392523364,135.0,595.2272727272727,20.278067350387573,5.998904228210449,480.0,0.014443635940551758,6.103515625e-05,532.6278179342548,0.8948310037841624,471.71277249353847,0.9827349426948718,0.7924918667321761
36,5,shift_9,0.009345794392523364,120.00000000000003,496.03686635944683,20.004523992538452,5.998438835144043,451.76474643166455,0.008646011352539062,6.103515625e-05,496.03686635944973,1.0000000000000058,429.0511571129971,0.9497225281563594,0.8649582041389855
36,5,shift_10,0.009345794392523364,135.0,486.0000000000001,20.0827796459198,5.998805046081543,421.46328915084047,0.016295909881591797,6.103515625e-05,461.46078120038374,0.9495077802477029,414.53966107859475,0.9835724053542234,0.8529622655938162
36,5,shift_11,0.009345794392523364,120.0,441.8181818181818,19.979692697525024,5.998347282409668,398.76923544979667,0.020516157150268555,6.103515625e-05,431.39082677749764,0.9763989906486572,389.4238634348459,0.9765644608857312,0.8814120365809269
36,5,shift_12,0.009345794392523364,90.0,405.0,20.063859701156616,5.998705863952637,360.0,0.01602315902709961,6.103515625e-05,404.99999999999835,0.9999999999999959,364.70263614926046,1.01306287819239,0.9005003361710134
36,5,shift_13,0.009345794392523364,102.85714285714286,409.2631578947368,19.992149353027344,5.998255729675293,378.39417691504974,0.01580524444580078,6.103515625e-05,397.2567386966353,0.9706633275766552,366.59088582783073,0.9688068902554257,0.8957339031287017
36,5,shift_14,0.009345794392523364,119.99999999999999,413.6170212765957,20.065792322158813,5.998660087585449,355.06852005471814,0.01896071434020996,6.103515625e-05,389.80401197606335,0.9424273952096183,361.3100632289854,1.017578418873364,0.8735377043087611
36,5,shift_15,0.009345794392523364,102.85714285714286,372.16216216216225,19.73315930366516,5.9982404708862305,359.9999914169314,0.013297796249389648,6.103515625e-05,351.958466077932,0.9457126539494176,351.2999306252468,0.9758331638913607,0.9439431687098133
36,5,shift_16,0.009345794392523364,127.05882352941175,422.60869565217416,20.260838270187378,5.9986371994018555,375.6520804565893,0.019063949584960938,6.103515625e-05,393.11053451587975,0.9301998244717313,364.88412253538104,0.9713352900691504,0.8634089319252839
36,5,shift_17,0.009345794392523364,154.28571428571428,427.2527472527474,19.93228316307068,5.998217582702637,392.72715015257575,0.01236104965209961,6.103515625e-05,404.18609897490256,0.9460117028476369,373.74204117313195,0.9516582722328517,0.8747563206469907
36,5,shift_18,0.009345794392523364,180.0,415.9252971137521,20.083287954330444,5.998621940612793,360.0,0.010114669799804688,6.103515625e-05,415.9038461538553,0.9999484259311813,372.8055559862578,1.035570988850716,0.8963281593432356
36,5,shift_19,0.009345794392523364,154.28571428571428,436.85393258426956,19.984983921051025,5.998095512390137,370.28577078683907,0.03122687339782715,6.103515625e-05,425.4795717258328,0.9739630114094425,383.07764398176295,1.0345459485730217,0.8769009854520811
36,5,shift_20,0.009345794392523364,135.0,441.8181818181819,19.721471548080444,5.998560905456543,360.0,0.014916419982910156,6.103515625e-05,435.50662968467486,0.9857145939365066,379.8907005278192,1.055251945910609,0.8598349188901255
36,5,shift_21,0.009345794392523364,120.00000000000003,446.0176991150443,20.05875539779663,6.000826835632324,359.9999828338631,0.012491226196289062,6.103515625e-05,446.01769911501424,0.9999999999999326,374.6291549594237,1.0406365911753719,0.8399423513971205
36,5,shift_22,0.009345794392523364,124.61538461538464,441.8181818181818,19.898818731307983,5.9985456466674805,370.2857445541718,0.01694178581237793,6.103515625e-05,431.4521242865837,0.9765377298667532,372.2935607872762,1.0054223427788769,0.8426397466378679
36,5,shift_23,0.009345794392523364,129.6,422.60869565217394,20.122140169143677,6.007006645202637,381.1764598965235,0.015519380569458008,6.103515625e-05,417.80779858766834,0.9886398526251411,359.70563658945554,0.9436722212255799,0.8511553129174358
