V,D,traffic_pattern,Lremote_MAX_ECMP_ASP,Llocal_MAX_ECMP_ASP,Phi_ECMP_ASP[Gbps],Lremote_NEXU_IT,Phi_NEXU[Gbps],method1_times[s],method1_peak_RAMs[MB],method1_results[Gbps],method2_time[s],method2_attempts,method2_peak_RAM[MB]
36,7,shift_half,10.0,2.25,324.0,4.21875,768.0,"[0.5761723518371582, 0.8641355037689209, 0.8744306564331055, 0.8878896236419678]","[0.471136, 0.298248, 0.325464, 0.8698]","[324.0, 360.0, 180.0, 360.0]",0.6596102714538574,600,0.0652
36,7,diagonal_1,10.0,2.362204724409449,340.1574803149606,4.133858267716536,822.8571428571427,"[0.5812156200408936, 0.866461992263794, 0.8735983371734619, 0.8785490989685059]","[0.471136, 0.26828, 0.29372, 0.810592]","[340.1574803149607, 359.99999999999994, 233.5135135135135, 359.99999999999994]",0.6235322952270508,580,0.067716
36,7,diagonal_quater,10.0,1.9836272040302265,285.64231738035267,3.4713476070528966,822.8571428571429,"[0.5846865177154541, 0.8598020076751709, 0.8664083480834961, 0.8705377578735352]","[0.47504, 0.268216, 0.300968, 0.762664]","[285.6423173803526, 360.00000000000006, 200.93023255813952, 360.00000000000006]",0.9059805870056152,601,0.13682
36,7,diagonal_half,10.0,2.25,324.0,4.21875,768.0,"[0.5795280933380127, 0.8649137020111084, 0.87532639503479, 0.8885393142700195]","[0.471136, 0.298248, 0.325464, 0.8698]","[324.0, 360.0, 180.0, 360.0]",0.6418800354003906,600,0.068348
49,8,uniform,9.999999999999996,6.6349506792387505,1300.4503331307951,7.66421866922322,1696.7813540510547,"[1.553574800491333, 2.4280030727386475, 2.4139575958251953, 2.4583611488342285]","[0.966016, 0.532784, 0.534608, 1.481984]","[1300.4503331307944, 1137.4999999999998, 723.863636363636, 746.4843749999997]",1.4971013069152832,1015,0.382236
49,8,shift_1,10.000000000000002,1.2000000000000002,235.20000000000002,2.1000000000000005,1120.0,"[1.5323233604431152, 2.412276029586792, 2.4629108905792236, 2.451058864593506]","[0.966016, 0.554416, 0.701704, 1.664316]","[235.20000000000002, 245.0, 245.0, 245.0]",0.9501304626464844,602,0.100436
49,8,shift_quater,10.0,1.9672131147540983,385.5737704918033,3.319672131147541,1161.4814814814815,"[1.5462045669555664, 2.4356465339660645, 2.426971435546875, 2.448315382003784]","[0.966016, 0.537152, 0.58264, 1.539512]","[385.5737704918033, 392.0, 230.58823529411765, 392.0]",0.9907598495483398,608,0.238568
49,8,shift_half,9.999999999999998,2.3809523809523805,466.6666666666667,3.5714285714285707,1306.6666666666667,"[1.5331697463989258, 2.412527322769165, 2.4290084838867188, 2.4500389099121094]","[0.966016, 0.5356, 0.613448, 1.64476]","[466.6666666666667, 490.00000000000006, 345.88235294117646, 490.00000000000006]",0.6382222175598145,427,0.099727
49,8,diagonal_1,10.0,2.0,392.0,3.125,1254.4,"[1.579202651977539, 2.4318103790283203, 2.4520413875579834, 2.445816993713379]","[0.96912, 0.535616, 0.619496, 1.63608]","[392.0, 490.0, 392.0, 490.0]",0.8303511142730713,603,0.080656
49,8,diagonal_quater,10.0,2.962962962962963,580.7407407407406,4.722222222222222,1229.8039215686274,"[1.5395700931549072, 2.4458272457122803, 2.4313697814941406, 2.4374258518218994]","[0.966016, 0.53272, 0.549136, 1.499224]","[580.7407407407405, 490.0, 280.0, 461.1764705882353]",1.1223111152648926,603,0.252876
49,8,diagonal_half,9.999999999999998,2.3809523809523805,466.6666666666667,3.5714285714285707,1306.6666666666667,"[1.5618884563446045, 2.419663429260254, 2.4494850635528564, 2.457581043243408]","[0.971528, 0.535984, 0.613448, 1.645528]","[466.6666666666667, 490.00000000000006, 345.88235294117646, 490.00000000000006]",1.7782154083251953,621,0.095852
64,9,uniform,10.000000000000007,6.095479990222192,1950.5535968711001,10.04667425896242,1941.491827637444,"[3.667112112045288, 5.95007848739624, 5.918767690658569, 5.949536561965942]","[1.818008, 0.867552, 0.870112, 2.434756]","[1950.5535968710985, 1317.1612903225796, 917.5730337078643, 1134.2222222222213]",1.974043369293213,1049,0.274008
64,9,shift_1,10.0,1.0,320.0,1.875,1706.6666666666667,"[3.6474294662475586, 5.864986896514893, 5.980891466140747, 5.92176365852356]","[1.8182, 0.899032, 1.233688, 2.917356]","[320.0, 320.0, 320.0, 320.0]",1.1282634735107422,613,0.154588
64,9,shift_quater,9.999999999999998,1.268292682926829,405.8536585365855,2.3780487804878048,1706.666666666667,"[3.7050626277923584, 5.900569200515747, 5.989997386932373, 5.966619968414307]","[1.8182, 0.906848, 1.225152, 2.907316]","[405.8536585365854, 640.0000000000001, 320.00000000000006, 426.66666666666674]",1.1170692443847656,609,0.129736
64,9,shift_half,9.999999999999998,0.923076923076923,295.3846153846155,1.7307692307692306,1706.666666666667,"[3.7129321098327637, 5.901646137237549, 5.975172996520996, 5.999670743942261]","[1.817096, 0.961712, 1.210224, 3.00704]","[295.3846153846155, 320.00000000000006, 320.00000000000006, 320.00000000000006]",1.1335420608520508,613,0.147676
64,9,diagonal_1,10.0,1.9310344827586206,617.9310344827585,3.4698275862068964,1780.869565217391,"[3.682053327560425, 5.939939737319946, 5.9296348094940186, 5.923734188079834]","[1.821496, 0.869408, 1.044, 2.57984]","[617.9310344827585, 639.9999999999999, 426.66666666666663, 426.66666666666663]",1.3309783935546875,644,0.13468
64,9,diagonal_quater,9.999999999999998,1.857142857142857,594.2857142857144,3.1919642857142856,1861.818181818182,"[3.662409543991089, 5.872453927993774, 5.912020206451416, 5.894923686981201]","[1.821496, 0.87264, 1.080608, 2.552752]","[594.2857142857143, 640.0000000000001, 426.66666666666674, 640.0000000000001]",1.5577576160430908,628,0.139908
64,9,diagonal_half,9.999999999999998,0.923076923076923,295.3846153846155,1.7307692307692306,1706.666666666667,"[3.6898915767669678, 5.8962907791137695, 5.968400239944458, 5.98549485206604]","[1.821496, 0.961712, 1.210224, 3.00704]","[295.3846153846155, 320.00000000000006, 320.00000000000006, 320.00000000000006]",1.271017074584961,613,0.146572
81,10,uniform,10.0,6.5265677198247305,2643.259926529016,10.727843753579478,2463.9247058823535,"[7.8833537101745605, 13.41371750831604, 13.283347606658936, 13.270480632781982]","[2.998856, 1.351856, 1.349424, 3.887688]","[2643.259926529016, 1596.2926829268283, 1363.4999999999984, 1558.2857142857133]",2.618675470352173,1021,0.300828
81,10,shift_1,10.0,1.0,405.0,1.71875,2356.3636363636365,"[7.8755247592926025, 13.188390016555786, 13.182196617126465, 13.289091348648071]","[2.998856, 1.536664, 1.978792, 5.174704]","[405.0, 405.0, 405.0, 405.0]",1.7415039539337158,655,0.21884
81,10,shift_quater,10.000000000000004,1.0896898575020957,441.3243922883487,1.7366932103939647,2541.176470588236,"[7.889466285705566, 13.429457426071167, 13.090834140777588, 13.143835067749023]","[2.998856, 1.351968, 1.646856, 4.182432]","[441.3243922883488, 450.00000000000006, 405.00000000000006, 450.00000000000006]",2.092078685760498,661,0.18974
81,10,shift_half,10.0,1.25,506.25,2.03125,2492.3076923076924,"[7.983438014984131, 13.18157148361206, 13.116730451583862, 13.197164058685303]","[2.995624, 1.352, 1.620592, 4.247924]","[506.25, 506.25, 506.25, 506.25]",1.6538255214691162,622,0.168584
81,10,diagonal_1,10.0,1.894736842105263,767.3684210526314,2.9605263157894735,2591.9999999999995,"[7.902190446853638, 13.037805557250977, 13.026646852493286, 13.140975952148438]","[2.999472, 1.37636, 1.709544, 4.339056]","[767.3684210526314, 809.9999999999999, 647.9999999999999, 809.9999999999999]",1.9688761234283447,650,0.170856
81,10,diagonal_quater,10.000000000000004,1.4682813578465208,594.6539499278408,2.2024220367697813,2700.0000000000005,"[7.825820446014404, 13.308590412139893, 13.123629570007324, 13.230672121047974]","[2.998856, 1.351232, 1.434952, 3.996704]","[594.6539499278409, 810.0000000000002, 476.47058823529426, 900.0000000000002]",1.8893423080444336,662,0.177416
81,10,diagonal_half,10.0,1.3333333333333335,540.0000000000001,2.1875,2468.571428571429,"[7.856196880340576, 13.167409181594849, 13.100855112075806, 13.305500745773315]","[2.998856, 1.353128, 1.663064, 4.27752]","[540.0000000000001, 540.0000000000001, 540.0000000000001, 540.0000000000001]",1.9959745407104492,690,0.19046
100,11,uniform,10.00000000000001,6.021784562127709,3613.070737276622,12.864778684220065,2808.4981684981626,"[15.918813467025757, 27.08377504348755, 26.887993335723877, 26.735401153564453]","[5.249536, 2.243096, 2.24424, 6.114884]","[3613.070737276625, 2079.86111111111, 1559.8958333333342, 1815.1515151515152]",3.4066567420959473,1004,0.340464
100,11,shift_1,10.000000000000002,0.8333333333333334,499.9999999999999,1.6406250000000002,3047.6190476190473,"[15.919553995132446, 26.71029043197632, 27.04167866706848, 26.828993797302246]","[5.249536, 2.3976, 3.646928, 7.371984]","[499.9999999999999, 499.9999999999999, 499.9999999999999, 499.9999999999999]",2.20446515083313,677,0.281476
100,11,shift_quater,10.000000000000002,0.8333333333333334,499.9999999999999,1.5625000000000004,3199.999999999999,"[15.962602615356445, 28.005920886993408, 27.320619583129883, 26.962099313735962]","[5.249536, 2.434256, 3.652072, 7.407816]","[499.9999999999999, 499.9999999999999, 499.9999999999999, 499.9999999999999]",2.1596124172210693,668,0.28236
100,11,shift_half,10.0,1.25,750.0,2.34375,3200.0,"[15.9659903049469, 26.65194082260132, 27.335437774658203, 27.071526527404785]","[5.249536, 2.456448, 3.722264, 7.3518]","[750.0, 1000.0, 480.0, 1000.0]",2.13439679145813,653,0.28356
100,11,diagonal_1,10.000000000000002,1.6666666666666667,999.9999999999998,2.968750000000001,3368.421052631578,"[16.09703803062439, 27.026543617248535, 26.765034914016724, 27.00402069091797]","[5.249536, 2.253768, 2.866192, 6.847192]","[999.9999999999998, 999.9999999999998, 571.4285714285713, 799.9999999999998]",2.408949851989746,665,0.25682
100,11,diagonal_quater,9.999999999999998,1.527777777777778,916.6666666666667,2.792968749999999,3282.0512820512827,"[16.082468271255493, 26.637141942977905, 26.751834630966187, 26.73566508293152]","[5.249536, 2.256832, 2.911568, 6.972328]","[916.6666666666666, 1000.0, 888.8888888888888, 1000.0]",2.360711097717285,650,0.238192
100,11,diagonal_half,10.0,1.25,750.0,2.34375,3200.0,"[16.051596879959106, 26.934429168701172, 27.349681854248047, 27.011651039123535]","[5.249536, 2.456448, 3.728672, 7.345432]","[750.0, 1000.0, 480.0, 1000.0]",2.106788158416748,646,0.280704
