V,D,traffic_pattern,Lremote_MAX_ECMP_ASP,Llocal_MAX_ECMP_ASP,Phi_ECMP_ASP[Gbps],Lremote_NEXU_IT,Phi_NEXU[Gbps],method1_times[s],method1_peak_RAMs[MB],method1_results[Gbps],method2_time[s],method2_attempts,method2_peak_RAM[MB]
16,5,uniform,10.0,6.68393519223932,320.82888922748737,8.119381380466248,395.1395730706076,"[0.04793715476989746, 0.058393239974975586, 0.059417724609375]","[0.084247, 0.051848, 0.144832]","[320.8288892274875, 278.5185185185185, 208.88888888888883]",0.5393366813659668,604,0.06963
16,5,shift_1,9.999999999999998,2.2222222222222223,106.66666666666667,3.75,284.4444444444444,"[0.04616975784301758, 0.05924868583679199, 0.06054997444152832]","[0.077896, 0.053595, 0.141396]","[106.66666666666666, 106.66666666666666, 80.0]",0.23154449462890625,600,0.046895
16,5,shift_quater,9.999999999999998,1.5555555555555554,74.66666666666667,2.7708333333333326,269.47368421052636,"[0.04659152030944824, 0.05902910232543945, 0.06103253364562988]","[0.073416, 0.053912, 0.130528]","[74.66666666666667, 80.0, 80.0]",0.22544598579406738,600,0.043792
16,5,shift_half,10.000000000000002,2.857142857142857,137.14285714285714,4.955357142857143,276.7567567567568,"[0.04596734046936035, 0.05987405776977539, 0.0627894401550293]","[0.077896, 0.052544, 0.149696]","[137.14285714285714, 160.0, 80.0]",0.22752785682678223,600,0.045328
16,5,diagonal_1,10.0,3.636363636363636,174.54545454545453,5.5397727272727275,315.07692307692304,"[0.04662585258483887, 0.05869007110595703, 0.061971426010131836]","[0.077896, 0.05168, 0.145672]","[174.54545454545453, 160.0, 106.66666666666666]",0.22550749778747559,605,0.03964
16,5,diagonal_quater,10.0,2.5225225225225225,121.08108108108108,4.256756756756756,284.4444444444445,"[0.0458223819732666, 0.05805373191833496, 0.06254768371582031]","[0.077896, 0.051896, 0.144232]","[121.08108108108108, 160.0, 106.66666666666667]",0.24397587776184082,600,0.051584
16,5,diagonal_half,10.000000000000002,2.857142857142857,137.14285714285714,4.821428571428572,284.44444444444446,"[0.04622006416320801, 0.058675527572631836, 0.06503152847290039]","[0.077896, 0.052544, 0.149696]","[137.14285714285714, 160.0, 80.0]",0.23244309425354004,600,0.047104
25,6,uniform,10.000000000000004,6.158418784366176,461.881408827463,7.162282657155594,644.880174291939,"[0.1872544288635254, 0.25408935546875, 0.2554469108581543]","[0.222408, 0.136912, 0.373044]","[461.881408827463, 474.35897435897425, 324.56140350877195]",0.9123237133026123,719,0.126344
25,6,shift_1,10.0,2.0,150.0,3.28125,457.14285714285717,"[0.18541646003723145, 0.254641056060791, 0.26518821716308594]","[0.219656, 0.141008, 0.428024]","[150.0, 250.0, 125.0]",0.3628101348876953,601,0.038932
25,6,shift_quater,10.000000000000002,1.9607843137254903,147.05882352941177,2.9411764705882355,500.0000000000001,"[0.18950724601745605, 0.2532839775085449, 0.2673072814941406]","[0.219656, 0.140696, 0.423572]","[147.0588235294118, 250.00000000000006, 125.00000000000003]",0.4555344581604004,603,0.032064
