V,D,traffic_pattern,Lremote_MAX_ECMP_ASP,Llocal_MAX_ECMP_ASP,Phi_ECMP_ASP[Gbps],Lremote_NEXU_IT,Phi_NEXU[Gbps],method1_times[s],method1_peak_RAMs[MB],method1_results[Gbps],method2_time[s],method2_attempts,method2_peak_RAM[MB]
64,9,shift_quater,2.9999999999999996,0.38048780487804873,405.8536585365853,0.7134146341463413,1217.5609756097558,"[3.8892860412597656, 5.966456174850464, 6.1478681564331055]","[1.821496, 0.906784, 3.249264]","[121.75609756097558, 191.99999999999994, 95.99999999999997]",1.2345190048217773,632,0.127752
64,9,shift_half,2.999999999999999,0.2769230769230769,295.3846153846155,0.519230769230769,886.1538461538462,"[3.881564140319824, 5.985499382019043, 6.1330530643463135]","[1.821496, 0.961712, 3.218872]","[88.6153846153846, 96.0, 96.0]",1.1909105777740479,609,0.141272
64,9,diagonal_1,2.999999999999999,0.5793103448275861,617.9310344827586,1.086206896551724,1706.6666666666665,"[3.8784258365631104, 6.011500358581543, 6.151660919189453]","[1.821496, 0.869408, 2.90154]","[185.3793103448275, 191.99999999999991, 127.99999999999994]",1.5611193180084229,663,0.147952
64,9,diagonal_quater,2.999999999999999,0.557142857142857,594.2857142857143,1.0011160714285714,1780.869565217391,"[3.9288766384124756, 6.028257846832275, 6.151044845581055]","[1.821496, 0.87264, 2.969688]","[178.28571428571422, 191.99999999999994, 127.99999999999996]",1.541565179824829,686,0.150716
81,10,uniform,2.999999999999999,1.95797031594742,2643.259926529018,3.581837714430416,2213.8858350951405,"[8.315829277038574, 13.812612295150757, 13.77855372428894]","[2.998856, 1.351728, 3.892116]","[792.9779779587049, 478.8878048780487, 409.0499999999997]",3.9462361335754395,1374,0.378776
81,10,shift_1,3.0,0.3,405.0,0.515625,1215.0,"[8.389682292938232, 13.742041110992432, 13.728868007659912]","[2.998856, 1.536664, 5.3644]","[121.5, 121.5, 121.5]",2.01214861869812,677,0.210316
81,10,shift_quater,3.000000000000001,0.32690695725062874,441.32439228834863,0.5312238055322717,1323.9731768650463,"[8.375046968460083, 13.781805276870728, 13.929437398910522]","[2.999656, 1.351968, 4.431844]","[132.39731768650464, 135.00000000000003, 121.50000000000001]",1.9926350116729736,644,0.187792
81,10,shift_half,3.0,0.375,506.25,0.6328125,1518.75,"[8.275112390518188, 13.433996677398682, 13.301618099212646]","[2.998856, 1.352, 4.391224]","[151.875, 151.875, 151.875]",2.114370346069336,714,0.180892
81,10,diagonal_1,3.0,0.5684210526315789,767.3684210526318,0.8881578947368423,2302.1052631578955,"[8.091877698898315, 13.34266471862793, 13.451038360595703]","[2.998928, 1.376296, 4.552224]","[230.2105263157895, 243.00000000000006, 194.4]",2.042611837387085,663,0.191836
81,10,diagonal_quater,3.000000000000001,0.4404844073539563,594.6539499278408,0.6607266110309343,1783.961849783523,"[8.091001033782959, 13.235424518585205, 13.307031869888306]","[2.999528, 1.34712, 4.043496]","[178.39618497835232, 243.00000000000009, 142.9411764705883]",1.9149913787841797,678,0.182236
100,11,uniform,3.0000000000000044,1.8065353686383134,3613.070737276621,4.186849291339123,2588.870880605082,"[16.355600118637085, 27.3620023727417, 27.49165177345276]","[5.249416, 2.243096, 6.117032]","[1083.92122118299, 623.9583333333352, 467.96875000000153]",4.739739656448364,1265,0.989264
100,11,shift_1,3.0,0.25,500.0,0.478125,1500.0,"[16.241585969924927, 27.06428551673889, 27.298518419265747]","[5.249536, 2.3976, 9.855972]","[149.99999999999997, 149.99999999999997, 149.99999999999997]",2.703143358230591,757,0.291064
100,11,shift_quater,3.0,0.25,500.0,0.4687500000000001,1500.0,"[16.494374752044678, 27.57347059249878, 28.3411123752594]","[5.248808, 2.440152, 9.860892]","[149.99999999999997, 149.99999999999997, 149.99999999999997]",2.9134809970855713,759,0.299384
100,11,shift_half,3.0,0.375,750.0,0.7171875,2250.0,"[16.355144023895264, 27.867382287979126, 28.680907011032104]","[5.248808, 2.46184, 10.01936]","[225.0, 300.0, 144.0]",2.391824960708618,659,0.28628
100,11,diagonal_1,3.0,0.5,1000.0,0.9140625000000002,3000.0,"[16.33638596534729, 27.8469979763031, 28.03336215019226]","[5.248808, 2.253768, 7.568608]","[299.99999999999994, 299.99999999999994, 171.4285714285714]",3.013418197631836,774,0.29532
100,11,diagonal_quater,2.999999999999999,0.4583333333333333,916.666666666667,0.8593749999999999,2750.0,"[16.60305643081665, 27.212928295135498, 26.661933422088623]","[5.249536, 2.256832, 7.644544]","[274.9999999999999, 299.9999999999999, 266.6666666666666]",2.3633716106414795,719,0.312168
