V,D,traffic_pattern,Lremote_MAX_ECMP_ASP,Llocal_MAX_ECMP_ASP,Phi_ECMP_ASP[Gbps],Lremote_NEXU_IT,Phi_NEXU[Gbps],method1_times[s],method1_peak_RAMs[MB],method1_results[Gbps],method2_time[s],method2_attempts,method2_peak_RAM[MB]
16,5,uniform,2.999999999999999,2.005180557671796,320.8288892274875,2.3518208136522922,409.2517006802722,"[0.05176138877868652, 0.0625612735748291, 0.062175750732421875, 0.06362414360046387]","[0.084247, 0.051848, 0.052352, 0.143531]","[96.24866676824618, 83.55555555555553, 62.66666666666665, 75.19999999999997]",0.5491199493408203,611,0.073995
16,5,shift_1,3.0,0.6666666666666666,106.66666666666667,1.0937500000000002,292.5714285714285,"[0.05016064643859863, 0.06469583511352539, 0.06439948081970215, 0.06730508804321289]","[0.077971, 0.05352, 0.05428, 0.143832]","[32.0, 32.0, 24.000000000000004, 32.0]",0.24123787879943848,600,0.049947
16,5,shift_quater,2.9999999999999996,0.4666666666666666,74.66666666666667,0.7875,223.99999999999997,"[0.05040693283081055, 0.06454753875732422, 0.06503057479858398, 0.06792902946472168]","[0.073416, 0.053912, 0.056032, 0.132416]","[22.4, 23.999999999999996, 23.999999999999996, 23.999999999999996]",0.14353466033935547,339,0.041004
16,5,shift_half,3.0,0.8571428571428571,137.14285714285714,1.486607142857143,276.7567567567567,"[0.05067849159240723, 0.06433391571044922, 0.06618070602416992, 0.06891345977783203]","[0.077896, 0.052544, 0.058888, 0.148512]","[41.14285714285714, 47.99999999999999, 23.999999999999996, 47.99999999999999]",0.24398541450500488,601,0.045236
16,5,diagonal_1,3.0,1.0909090909090908,174.54545454545453,1.6875000000000002,310.30303030303025,"[0.05025029182434082, 0.06468367576599121, 0.0661466121673584, 0.06677031517028809]","[0.077896, 0.05168, 0.056776, 0.140784]","[52.36363636363636, 48.0, 32.0, 48.0]",0.30646657943725586,603,0.039904
16,5,diagonal_quater,2.9999999999999996,0.7567567567567567,121.0810810810811,1.2592905405405403,288.4507042253521,"[0.05040311813354492, 0.06511998176574707, 0.0654747486114502, 0.06652331352233887]","[0.077896, 0.051896, 0.05592, 0.141312]","[36.32432432432432, 48.0, 32.0, 38.4]",0.2535402774810791,602,0.049104
25,6,uniform,3.000000000000001,1.847525635309853,461.881408827463,2.0749554168524305,667.7946982515508,"[0.20519113540649414, 0.2737400531768799, 0.2768888473510742, 0.27661848068237305]","[0.222408, 0.136912, 0.13736, 0.372344]","[138.5644226482389, 142.3076923076923, 97.36842105263159, 102.77777777777779]",1.6924514770507812,738,0.121784
25,6,shift_1,3.0,0.6,150.0,0.928125,450.0,"[0.19976496696472168, 0.27553796768188477, 0.2774500846862793, 0.28386926651000977]","[0.219656, 0.141008, 0.15908, 0.418448]","[45.0, 75.0, 37.5, 50.0]",0.4075186252593994,613,0.02972
25,6,shift_quater,3.0,0.588235294117647,147.05882352941174,0.9099264705882348,441.17647058823525,"[0.20144438743591309, 0.2758457660675049, 0.2830522060394287, 0.2863314151763916]","[0.219656, 0.140696, 0.156728, 0.415644]","[44.11764705882354, 75.00000000000001, 37.50000000000001, 50.000000000000014]",0.4273557662963867,600,0.037492
25,6,shift_half,3.0000000000000004,0.7241379310344829,181.03448275862067,1.1767241379310345,461.53846153846155,"[0.20473051071166992, 0.2810060977935791, 0.2796957492828369, 0.28165149688720703]","[0.219656, 0.13688, 0.142352, 0.38018]","[54.310344827586206, 56.25000000000001, 39.70588235294118, 37.5]",0.392258882522583,504,0.088676
