V,D,traffic_pattern,Lremote_MAX_ECMP_ASP,Llocal_MAX_ECMP_ASP,Phi_ECMP_ASP[Gbps],Lremote_NEXU_IT,Phi_NEXU[Gbps],method1_times[s],method1_peak_RAMs[MB],method1_results[Gbps],method2_time[s],method2_attempts,method2_peak_RAM[MB]
25,6,diagonal_1,3.0,1.0,250.0,1.5234375,492.3076923076923,"[0.2016925811767578, 0.283144474029541, 0.27868080139160156, 0.28786277770996094]","[0.219656, 0.137328, 0.151256, 0.408912]","[75.0, 75.0, 50.0, 75.0]",0.45996999740600586,600,0.040212
25,6,diagonal_quater,3.0,1.0,250.0,1.4296875,524.5901639344262,"[0.20142531394958496, 0.2744171619415283, 0.2781352996826172, 0.2805485725402832]","[0.219656, 0.13672, 0.151408, 0.380568]","[75.0, 75.0, 66.66666666666667, 75.0]",0.3857462406158447,606,0.0811
36,7,uniform,3.0000000000000004,1.713606391072787,822.5310677149378,2.171966142531066,1136.1103448275871,"[0.6299722194671631, 0.9220757484436035, 0.9102401733398438, 0.9099986553192139]","[0.471136, 0.267256, 0.268664, 0.74768]","[246.75932031448156, 214.50000000000017, 148.50000000000014, 160.87500000000017]",2.629965305328369,908,0.22422
36,7,shift_1,3.0,0.375,180.0,0.7734375,540.0,"[0.6274898052215576, 0.884244441986084, 0.9196302890777588, 0.9543108940124512]","[0.471136, 0.278744, 0.317832, 0.861384]","[54.0, 54.0, 54.0, 54.0]",0.5921547412872314,603,0.057732
36,7,shift_quater,2.999999999999999,0.4499999999999999,216.0,0.8437499999999999,647.9999999999998,"[0.6234300136566162, 0.9012608528137207, 0.9209468364715576, 0.9179866313934326]","[0.471136, 0.272024, 0.320736, 0.816936]","[64.79999999999997, 107.99999999999994, 43.19999999999998, 53.99999999999997]",0.6351370811462402,600,0.06658
36,7,shift_half,2.9999999999999996,0.6749999999999999,324.0,1.3499999999999999,720.0,"[0.6160626411437988, 0.9110958576202393, 0.9244124889373779, 0.9350671768188477]","[0.471136, 0.298248, 0.325464, 0.869352]","[97.19999999999999, 107.99999999999999, 53.99999999999999, 107.99999999999999]",0.5955686569213867,600,0.064656
36,7,diagonal_1,3.000000000000001,0.7086614173228346,340.15748031496054,1.2401574803149604,822.857142857143,"[0.6036481857299805, 0.8821210861206055, 0.8973395824432373, 0.9051437377929688]","[0.471136, 0.26828, 0.29372, 0.810592]","[102.04724409448826, 108.00000000000006, 70.05405405405409, 108.00000000000006]",0.6573975086212158,601,0.076112
36,7,diagonal_quater,2.9999999999999996,0.5950881612090679,285.64231738035267,1.041404282115869,822.8571428571428,"[0.637803316116333, 0.9096052646636963, 0.9227087497711182, 0.9279406070709229]","[0.473416, 0.268216, 0.300968, 0.762664]","[85.69269521410575, 107.99999999999999, 60.27906976744185, 107.99999999999999]",0.7517092227935791,600,0.147808
49,8,uniform,3.000000000000003,1.990485203771626,1300.4503331307942,2.23036418986718,1749.1990846681929,"[1.6387367248535156, 2.529799699783325, 2.505643844604492, 2.539379358291626]","[0.966016, 0.532848, 0.534736, 1.476592]","[390.1350999392387, 341.2500000000002, 217.15909090909096, 223.94531250000006]",1.974005937576294,1097,0.391923
49,8,shift_1,3.0000000000000004,0.36000000000000004,235.19999999999996,0.6300000000000001,705.6,"[1.6854948997497559, 2.553055763244629, 2.614257574081421, 2.579493999481201]","[0.968864, 0.555184, 0.701704, 1.665084]","[70.56, 73.5, 73.5, 73.5]",0.8089535236358643,463,0.089152
49,8,shift_quater,3.0,0.5901639344262295,385.5737704918033,0.9774590163934426,1156.72131147541,"[1.6342275142669678, 2.5256669521331787, 2.5253500938415527, 2.525602340698242]","[0.966016, 0.533504, 0.58264, 1.537616]","[115.672131147541, 117.60000000000001, 69.17647058823529, 117.60000000000001]",0.872004508972168,603,0.247928
49,8,shift_half,3.0,0.7142857142857142,466.6666666666666,1.0714285714285714,1306.6666666666665,"[1.6876568794250488, 2.5436718463897705, 2.5219311714172363, 2.54353928565979]","[0.971528, 0.535984, 0.613448, 1.645528]","[139.99999999999997, 146.99999999999997, 103.76470588235293, 146.99999999999997]",1.2908642292022705,622,0.090308
49,8,diagonal_1,3.0,0.6,392.0,0.91875,1176.0,"[1.6524994373321533, 2.5386860370635986, 2.540339469909668, 2.518857717514038]","[0.966016, 0.535232, 0.619496, 1.635248]","[117.6, 147.0, 117.6, 147.0]",1.0720067024230957,638,0.079212
49,8,diagonal_quater,3.0,0.8888888888888887,580.7407407407406,1.4305555555555554,1217.8640776699028,"[1.6422874927520752, 2.5042972564697266, 2.537165880203247, 2.542576313018799]","[0.971456, 0.533232, 0.549136, 1.500056]","[174.22222222222217, 146.99999999999997, 83.99999999999999, 138.35294117647058]",0.8757266998291016,625,0.263988
64,9,uniform,3.000000000000004,1.8286439970666577,1950.5535968710994,2.9468254067149773,1985.7507598784218,"[3.959347724914551, 6.226650953292847, 6.183029413223267, 6.136357545852661]","[1.8182, 0.86736, 0.870112, 2.434756]","[585.166079061331, 395.1483870967748, 275.27191011235976, 340.2666666666671]",2.168911933898926,1088,0.277748
64,9,shift_1,3.0,0.3,320.0,0.5625,960.0,"[3.968109369277954, 6.046383619308472, 6.1739020347595215, 6.14439582824707]","[1.81808, 0.899032, 1.233688, 2.917356]","[96.0, 96.0, 96.0, 96.0]",1.2624287605285645,658,0.151776
64,9,shift_quater,2.9999999999999996,0.38048780487804873,405.8536585365853,0.7134146341463413,1217.5609756097558,"[3.928943634033203, 6.043984413146973, 6.1769890785217285, 6.167874574661255]","[1.818264, 0.906784, 1.225152, 2.907316]","[121.75609756097558, 191.99999999999994, 95.99999999999997, 127.99999999999997]",1.3571560382843018,651,0.134416
64,9,shift_half,2.999999999999999,0.2769230769230769,295.3846153846155,0.519230769230769,886.1538461538462,"[3.906855821609497, 6.05773138999939, 6.1613006591796875, 6.167374610900879]","[1.821496, 0.961712, 1.210224, 3.00704]","[88.6153846153846, 96.0, 96.0, 96.0]",1.4347195625305176,613,0.146896
64,9,diagonal_1,2.999999999999999,0.5793103448275861,617.9310344827586,1.040948275862069,1780.8695652173908,"[3.89443302154541, 6.062775135040283, 6.117734909057617, 6.109174489974976]","[1.821496, 0.869408, 1.044, 2.57984]","[185.3793103448275, 191.99999999999991, 127.99999999999994, 127.99999999999994]",1.3648960590362549,640,0.137956
64,9,diagonal_quater,2.999999999999999,0.557142857142857,594.2857142857143,0.9793526785714284,1782.8571428571424,"[3.8960886001586914, 6.019090890884399, 6.076610565185547, 6.111417531967163]","[1.821496, 0.87264, 1.080608, 2.552752]","[178.28571428571422, 191.99999999999994, 127.99999999999996, 191.99999999999994]",1.2546563148498535,631,0.142152
81,10,uniform,2.999999999999999,1.95797031594742,2643.259926529018,3.218353126073843,2463.924705882355,"[8.301569938659668, 13.806537628173828, 13.591760396957397, 13.55515193939209]","[2.998856, 1.351856, 1.349328, 3.887688]","[792.9779779587049, 478.8878048780487, 409.0499999999997, 467.4857142857142]",2.7570717334747314,1021,0.301352
81,10,shift_1,3.0,0.3,405.0,0.4921875,1215.0,"[8.208817481994629, 13.42990493774414, 13.470174551010132, 13.58431363105774]","[2.998856, 1.536664, 1.978792, 5.174704]","[121.5, 121.5, 121.5, 121.5]",1.7923929691314697,657,0.2119
81,10,shift_quater,3.000000000000001,0.32690695725062874,441.32439228834863,0.5312238055322716,1323.9731768650463,"[8.273667573928833, 13.505850315093994, 13.560335397720337, 13.60249400138855]","[2.998856, 1.351968, 1.646856, 4.171568]","[132.39731768650464, 135.00000000000003, 121.50000000000001, 135.00000000000003]",1.6861701011657715,659,0.199056
81,10,shift_half,3.0,0.375,506.25,0.609375,1518.75,"[8.25489854812622, 13.510025024414062, 13.486963033676147, 13.510948181152344]","[2.995624, 1.352, 1.620592, 4.247924]","[151.875, 151.875, 151.875, 151.875]",1.9234445095062256,634,0.180772
81,10,diagonal_1,3.0,0.5684210526315789,767.3684210526318,0.8881578947368423,2302.1052631578955,"[8.167130947113037, 13.414020538330078, 13.424494981765747, 13.533693552017212]","[2.999528, 1.376424, 1.709544, 4.339056]","[230.2105263157895, 243.00000000000006, 194.4, 243.00000000000006]",1.8114380836486816,625,0.178808
81,10,diagonal_quater,3.000000000000001,0.4404844073539563,594.6539499278408,0.6607266110309343,1783.961849783523,"[8.095487117767334, 13.489151239395142, 13.469837665557861, 13.405801057815552]","[2.998856, 1.346992, 1.440336, 3.996704]","[178.39618497835232, 243.00000000000009, 142.9411764705883, 270.0000000000001]",2.344114303588867,658,0.172192
100,11,uniform,3.0000000000000044,1.8065353686383134,3613.070737276621,3.8611300595979925,2807.2642062097284,"[16.656562566757202, 26.741765022277832, 26.380187034606934, 26.443774461746216]","[5.249536, 2.243096, 2.244336, 6.126716]","[1083.92122118299, 623.9583333333352, 467.96875000000153, 544.5454545454562]",3.3878746032714844,1002,0.334688
100,11,shift_1,3.0,0.25,500.0,0.4687500000000001,1500.0,"[15.95759129524231, 26.200855016708374, 26.55969214439392, 26.857492208480835]","[5.249536, 2.3976, 3.646928, 7.372432]","[149.99999999999997, 149.99999999999997, 149.99999999999997, 149.99999999999997]",2.1655802726745605,663,0.277032
100,11,shift_quater,3.0,0.25,500.0,0.4921875000000001,1500.0,"[16.967021465301514, 26.748316764831543, 27.534926891326904, 26.780545473098755]","[5.249536, 2.434256, 3.658416, 7.401448]","[149.99999999999997, 149.99999999999997, 149.99999999999997, 149.99999999999997]",2.1370949745178223,668,0.281296
100,11,shift_half,3.0,0.375,750.0,0.703125,2250.0,"[16.01409602165222, 25.9845130443573, 27.137067794799805, 26.823635816574097]","[5.249536, 2.456448, 3.728736, 7.345368]","[225.0, 300.0, 144.0, 300.0]",2.136514902114868,649,0.28794
100,11,diagonal_1,3.0,0.5,1000.0,0.8906250000000002,3000.0,"[16.180849313735962, 26.705613374710083, 27.27603578567505, 26.946430683135986]","[5.248808, 2.253768, 2.872728, 6.840752]","[299.99999999999994, 299.99999999999994, 171.4285714285714, 239.99999999999994]",2.5841357707977295,673,0.249172
100,11,diagonal_quater,2.999999999999999,0.4583333333333333,916.666666666667,0.81640625,2750.0,"[15.848199367523193, 26.45346975326538, 26.80144500732422, 26.415289402008057]","[5.248808, 2.256832, 2.918232, 6.965824]","[274.9999999999999, 299.9999999999999, 266.6666666666666, 299.9999999999999]",2.231849431991577,652,0.249328
